"Order","Price","LotFrontage","LotArea","LotConfig","HouseStyle","Quality","Condition","YearBuilt","YearRemodel","ExteriorQ","ExteriorC","Foundation","BasementHt","BasementC","BasementFin","BasementFinSF","BasementUnFinSF","BasementSF","Heating","HeatingQC","CentralAir","FirstSF","SecondSF","GroundSF","BasementFBath","BasementHBath","FullBath","HalfBath","Bedroom","KitchenQ","TotalRooms","Fireplaces","GarageType","GarageCars","GarageSF","GarageQ","GarageC","WoodDeckSF","OpenPorchSF","EnclosedPorchSF","ScreenPorchSF"
902,112,0,8926,"Corner","1Story",4,3,1956,1956,"TA","TA","CBlock","TA","TA","Unf",0,672,672,"GasA","Ex","Y",960,0,960,0,0,1,0,3,"TA",5,0,"Basment",1,288,"TA","TA",64,0,0,160
2186,111,75,10215,"Inside","1Story",4,5,1954,1954,"TA","TA","PConc","TA","TA","ALQ",492,372,864,"GasA","Ex","Y",948,0,948,0,0,1,0,3,"TA",5,0,"Attchd",1,248,"TA","TA",0,0,0,0
2198,96.5,55,10594,"Inside","1.5Unf",5,5,1926,1950,"TA","TA","BrkTil","TA","TA","Unf",0,768,768,"Grav","Fa","N",789,0,789,0,0,1,0,2,"TA",5,0,"Detchd",1,200,"Po","Po",0,0,112,0
2346,190,0,18800,"FR2","2Story",6,5,1976,1976,"TA","TA","PConc","Gd","TA","GLQ",712,84,796,"GasA","TA","Y",790,784,1574,1,0,2,1,3,"TA",6,1,"Attchd",2,566,"TA","TA",306,111,0,0
1922,139.4,80,9250,"Corner","1Story",5,7,1954,2005,"TA","TA","CBlock","TA","TA","BLQ",480,108,1056,"GasA","TA","Y",1056,0,1056,0,1,1,0,3,"TA",6,0,"Attchd",1,260,"TA","TA",390,0,0,0
1382,130,57,9764,"FR2","1Story",5,7,1967,2003,"TA","TA","CBlock","TA","TA","BLQ",702,192,894,"GasA","Ex","Y",894,0,894,1,0,1,0,3,"Gd",5,0,"Attchd",2,450,"TA","TA",0,0,0,0
1699,250,98,11428,"Inside","1Story",8,5,2006,2006,"Gd","TA","PConc","Gd","TA","Unf",0,1626,1626,"GasA","Ex","Y",1634,0,1634,0,0,2,0,3,"Gd",7,1,"Attchd",3,866,"TA","TA",0,44,0,0
2276,392,85,12633,"Inside","1Story",10,5,2006,2007,"Ex","TA","PConc","Ex","TA","Unf",0,1824,1824,"GasA","Ex","Y",1824,0,1824,0,0,2,0,3,"Ex",8,1,"Attchd",3,932,"TA","TA",160,36,0,108
1486,85,67,8777,"Inside","1Story",5,7,1910,1950,"TA","TA","CBlock","Fa","TA","Unf",0,796,796,"GasA","Gd","Y",796,0,796,0,0,1,0,2,"TA",4,0,"None",0,0,"None","None",328,0,164,0
2496,124,0,8020,"Inside","1Story",5,6,1964,1964,"TA","TA","CBlock","TA","TA","ALQ",644,268,912,"GasA","TA","N",912,0,912,0,0,1,0,3,"TA",6,0,"None",0,0,"None","None",0,0,0,0
2096,220,75,9317,"Inside","2Story",7,5,1994,2001,"Gd","Gd","PConc","Gd","Gd","GLQ",497,282,779,"GasA","Ex","Y",1029,929,1958,1,0,2,1,3,"Gd",7,1,"Attchd",2,499,"TA","TA",202,93,0,0
2611,147,77,9510,"Inside","1Story",6,5,1962,1985,"TA","TA","CBlock","TA","TA","ALQ",701,434,1135,"GasA","Ex","Y",1207,0,1207,0,0,1,1,3,"TA",6,0,"Attchd",1,264,"TA","TA",0,240,0,0
2692,116.5,60,7518,"FR3","2Story",5,8,1910,2004,"Fa","Gd","BrkTil","Fa","Fa","Unf",0,396,396,"GasA","Gd","Y",665,665,1330,0,0,1,0,3,"TA",7,0,"Detchd",1,390,"TA","TA",0,72,45,0
1884,145,65,10482,"Inside","SLvl",6,8,1958,1958,"TA","Gd","CBlock","TA","TA","GLQ",507,81,588,"GasA","Ex","Y",1138,0,1138,0,1,1,0,3,"TA",6,0,"Attchd",1,264,"TA","TA",224,0,0,0
2565,121,82,9888,"Inside","1Story",5,6,1954,1975,"TA","Gd","CBlock","TA","TA","BLQ",486,450,936,"GasA","TA","Y",936,0,936,0,0,1,0,2,"TA",5,0,"Attchd",1,240,"TA","TA",0,0,160,0
1324,110,65,9750,"Inside","1Story",5,6,1959,1959,"TA","TA","CBlock","TA","TA","Rec",200,784,984,"GasA","Gd","Y",984,0,984,1,0,1,0,2,"Fa",5,0,"Detchd",1,308,"TA","TA",0,0,0,0
527,241,65,8125,"Inside","2Story",7,5,2006,2007,"Gd","TA","PConc","Gd","TA","GLQ",812,280,1092,"GasA","Ex","Y",1112,438,1550,1,0,2,0,2,"Gd",7,0,"Attchd",2,438,"TA","TA",0,168,0,0
763,179,60,10800,"Inside","1Story",5,5,1987,1988,"TA","TA","CBlock","Gd","Gd","GLQ",1200,0,1200,"GasA","TA","Y",1200,0,1200,3,0,3,0,3,"TA",5,0,"None",0,0,"None","None",120,0,0,0
1561,294.464,44,3843,"Inside","1Story",8,5,2007,2008,"Ex","TA","PConc","Ex","TA","GLQ",1476,120,1596,"GasA","Ex","Y",1648,0,1648,1,1,2,0,2,"Ex",5,1,"Attchd",2,525,"TA","TA",162,53,0,0
691,109.5,60,6600,"Inside","1Story",5,5,1962,1962,"TA","TA","CBlock","TA","TA","Unf",0,894,894,"GasA","Gd","N",894,0,894,0,0,1,0,2,"TA",5,0,"Detchd",1,308,"TA","TA",0,0,0,0
2593,180,94,22136,"Inside","1.5Fin",5,5,1925,1975,"TA","Fa","CBlock","TA","TA","GLQ",1018,1153,2171,"GasA","TA","Y",1392,1248,2640,2,0,2,1,5,"TA",10,1,"Attchd",3,1008,"TA","TA",631,48,148,0
378,187.5,0,14115,"Inside","SLvl",7,5,1980,1980,"TA","TA","CBlock","Gd","TA","GLQ",1036,336,1372,"GasA","TA","Y",1472,0,1472,1,0,2,0,3,"TA",6,2,"Attchd",2,588,"TA","TA",233,48,0,0
2184,131.75,64,6400,"Inside","1Story",5,7,1959,2000,"TA","TA","CBlock","TA","TA","Rec",77,52,960,"GasA","Ex","Y",960,0,960,1,0,1,0,2,"Fa",4,0,"Detchd",1,392,"TA","TA",144,0,35,0
178,130,50,5500,"Corner","1.5Fin",5,7,1929,2001,"TA","TA","BrkTil","TA","TA","LwQ",234,0,926,"GasA","TA","Y",926,0,1316,1,0,1,0,3,"TA",6,0,"Detchd",2,484,"TA","TA",0,0,0,0
1015,334,60,8118,"Inside","1Story",9,5,2007,2007,"Ex","TA","PConc","Ex","TA","GLQ",1034,676,1710,"GasA","Ex","Y",1710,0,1710,1,0,2,0,2,"Ex",6,1,"Attchd",2,557,"TA","TA",156,48,0,0
1404,177,124,11512,"Corner","SLvl",6,7,1959,2006,"TA","TA","CBlock","TA","TA","ALQ",719,300,1019,"GasA","Gd","Y",1357,0,1357,1,0,1,0,2,"Ex",5,1,"Basment",1,312,"TA","TA",0,0,0,163
1456,235,0,10316,"Inside","2Story",7,5,2000,2000,"Gd","TA","PConc","Gd","TA","GLQ",735,257,992,"GasA","Ex","Y",992,873,1865,1,0,2,1,3,"Gd",7,1,"Attchd",3,839,"TA","TA",0,184,0,0
2541,190,0,14803,"CulDSac","2Story",6,5,1971,1971,"TA","TA","CBlock","TA","TA","Rec",416,409,825,"GasA","Gd","Y",1097,896,1993,0,0,2,1,4,"TA",8,1,"Attchd",2,495,"TA","TA",0,66,0,0
1960,119,60,7200,"Inside","1Story",5,7,1950,1950,"TA","TA","CBlock","TA","TA","BLQ",534,246,876,"GasA","TA","Y",988,0,988,0,0,1,0,3,"TA",6,0,"Attchd",1,276,"TA","TA",0,80,0,0
2645,111.5,56,7745,"Inside","1.5Fin",4,6,1900,1950,"Gd","TA","PConc","TA","TA","Unf",0,938,938,"GasA","Gd","N",1084,867,1951,0,0,2,0,4,"Fa",9,0,"Detchd",2,576,"TA","TA",0,6,28,0
1990,184.9,0,10337,"Inside","2Story",8,9,1910,1999,"Gd","Gd","BrkTil","TA","TA","Unf",0,725,725,"GasA","Ex","N",909,863,1772,0,0,2,1,3,"Gd",7,0,"Detchd",2,816,"TA","TA",0,0,0,0
212,100,60,9900,"Inside","1.5Fin",5,4,1915,1950,"Fa","Fa","BrkTil","TA","TA","Rec",1026,186,1212,"GasA","TA","N",1212,180,1392,1,0,1,0,3,"TA",6,0,"None",0,0,"None","None",0,0,168,0
600,141.5,60,7436,"Inside","1Story",4,7,1960,1960,"TA","TA","CBlock","TA","TA","ALQ",734,160,894,"GasA","Gd","Y",894,0,894,1,0,1,0,2,"TA",5,1,"Detchd",2,396,"TA","TA",0,0,0,0
608,145.1,115,10500,"Inside","1Story",5,5,1964,1964,"TA","Gd","CBlock","TA","TA","LwQ",998,294,1292,"GasA","TA","Y",1292,0,1292,1,0,1,1,3,"TA",6,2,"Detchd",2,520,"TA","TA",0,32,0,92
454,184.5,34,5122,"Inside","1Story",6,5,2005,2005,"Gd","TA","PConc","Gd","TA","GLQ",881,425,1306,"GasA","Ex","Y",1306,0,1306,1,0,2,0,1,"Gd",5,1,"Attchd",2,624,"TA","TA",170,63,0,0
1449,143.195,0,9216,"Inside","1Story",5,6,1975,1975,"TA","TA","CBlock","TA","TA","ALQ",294,782,1076,"GasA","TA","Y",1076,0,1076,0,0,1,1,3,"TA",5,1,"Detchd",2,576,"TA","TA",0,0,0,0
1399,173,0,2887,"Inside","1Story",6,5,1996,1997,"TA","TA","PConc","Gd","TA","GLQ",1003,288,1291,"GasA","Ex","Y",1291,0,1291,1,0,1,0,2,"Gd",6,1,"Attchd",2,431,"TA","TA",307,0,0,0
1776,213.133,75,9910,"Inside","1Story",7,6,2007,2007,"Gd","TA","PConc","Gd","TA","Unf",0,1369,1369,"GasA","Ex","Y",1369,0,1369,0,0,2,0,3,"Gd",5,0,"Attchd",2,605,"TA","TA",0,203,0,0
1254,146,76,12436,"Inside","1Story",5,5,1957,1957,"TA","TA","CBlock","TA","TA","Unf",0,1824,1824,"GasA","Fa","Y",1824,0,1824,0,0,2,0,5,"TA",9,0,"Detchd",2,484,"TA","TA",0,0,0,0
1584,232.5,82,11202,"Inside","1Story",8,5,2003,2003,"Gd","TA","PConc","Ex","TA","GLQ",1029,403,1432,"GasA","Ex","Y",1440,0,1440,1,0,2,0,3,"Gd",7,1,"Attchd",2,467,"TA","TA",185,95,0,0
1865,240.05,80,8000,"Inside","2Story",6,6,1970,1970,"TA","TA","CBlock","TA","TA","Rec",915,93,1008,"GasA","TA","Y",1403,1008,2411,1,0,2,1,4,"TA",8,1,"Attchd",2,570,"TA","TA",0,192,0,0
1646,178,78,12090,"Inside","SLvl",6,7,1984,2003,"TA","TA","CBlock","Gd","TA","Unf",0,585,585,"GasA","Ex","Y",1140,728,1868,0,0,3,1,3,"TA",7,1,"BuiltIn",2,477,"TA","TA",268,112,0,147
1940,132,70,13300,"Inside","1Story",5,7,1956,2000,"TA","TA","CBlock","Gd","TA","Rec",377,551,928,"GasA","TA","Y",928,0,928,0,0,1,0,2,"TA",4,0,"Attchd",1,252,"TA","TA",261,0,156,0
2350,207.5,79,10240,"Inside","1Story",6,6,1980,1980,"TA","Gd","CBlock","Gd","TA","BLQ",625,0,1686,"GasA","TA","Y",1686,0,1686,1,0,2,0,3,"TA",7,1,"Attchd",2,612,"TA","TA",384,131,0,0
1712,281.5,0,12568,"Inside","2Story",8,5,2007,2007,"Gd","TA","PConc","Ex","TA","GLQ",669,226,895,"GasA","Ex","Y",895,923,1818,1,0,2,1,3,"Ex",8,1,"Attchd",3,774,"TA","TA",196,104,0,0
1395,108,60,10200,"Inside","1Story",5,8,1940,1997,"TA","TA","PConc","TA","TA","Unf",0,672,672,"GasA","Ex","Y",672,0,672,0,0,1,0,2,"TA",4,0,"Detchd",1,240,"TA","TA",168,0,0,0
1403,256,0,53227,"CulDSac","1Story",4,6,1954,1994,"TA","TA","CBlock","Gd","TA","BLQ",1116,248,1364,"GasA","Ex","Y",1663,0,1663,1,0,1,0,2,"Gd",6,2,"Attchd",2,529,"TA","TA",224,137,0,0
2704,80,50,5220,"Inside","1Story",5,3,1936,1950,"TA","TA","BrkTil","TA","TA","Unf",0,830,830,"GasA","Gd","Y",879,0,879,0,0,1,0,2,"TA",4,0,"Detchd",1,180,"TA","TA",0,108,0,0
2562,137.9,89,10680,"Inside","1Story",5,3,1951,1951,"TA","TA","CBlock","TA","Fa","LwQ",756,1380,2136,"GasA","TA","N",2136,0,2136,0,0,2,0,4,"TA",7,0,"Detchd",2,528,"TA","TA",0,30,0,0
388,213,0,9373,"CulDSac","1Story",5,7,1975,1975,"TA","TA","CBlock","Gd","TA","ALQ",1333,120,1621,"GasA","TA","Y",1621,0,1621,1,0,2,0,3,"TA",7,2,"Attchd",2,478,"TA","TA",0,0,0,490
1835,214,45,4379,"FR2","1Story",8,5,2004,2004,"Gd","TA","PConc","Gd","TA","GLQ",851,527,1378,"GasA","Ex","Y",1378,0,1378,1,0,2,0,2,"Gd",6,1,"Attchd",2,540,"TA","TA",160,56,0,0
621,140,80,9600,"Inside","1.5Fin",6,8,1950,2005,"TA","Gd","CBlock","TA","TA","BLQ",120,736,856,"GasA","Ex","Y",1112,556,1668,0,0,1,1,3,"TA",6,0,"Attchd",1,271,"TA","TA",0,0,0,0
967,170,75,9157,"Corner","2Story",7,5,2003,2003,"Gd","TA","PConc","Gd","TA","Unf",0,912,912,"GasA","Ex","Y",1072,942,2014,0,0,2,1,3,"Gd",9,0,"Attchd",2,486,"TA","TA",124,114,0,0
2761,209.7,91,10984,"Corner","2Story",7,5,2005,2006,"Gd","TA","PConc","Gd","TA","Unf",0,945,945,"GasA","Ex","Y",945,864,1809,0,0,2,1,3,"Gd",8,0,"Attchd",2,638,"TA","TA",144,54,0,0
474,160.2,43,3182,"Inside","1Story",7,5,2005,2006,"Gd","TA","PConc","Gd","TA","GLQ",16,1129,1145,"GasA","Ex","Y",1145,0,1145,0,0,2,0,2,"Gd",5,1,"Attchd",2,397,"TA","TA",100,16,0,0
243,114,0,11200,"CulDSac","1Story",5,3,1964,1964,"TA","Fa","CBlock","TA","TA","Unf",0,1250,1250,"GasA","Ex","Y",1298,0,1298,0,0,2,0,3,"TA",5,0,"Detchd",2,504,"TA","Fa",0,144,0,0
2739,182,78,11679,"Inside","SLvl",5,5,1962,1962,"TA","TA","CBlock","TA","TA","ALQ",612,0,1776,"GasA","Ex","Y",1560,0,1560,0,1,2,0,3,"TA",6,1,"Attchd",2,528,"TA","TA",453,253,144,0
896,120,70,11767,"Inside","1Story",5,5,1950,1950,"TA","TA","CBlock","Fa","TA","Rec",1078,0,1078,"GasA","TA","Y",1368,0,1368,1,0,1,0,3,"TA",6,0,"Attchd",1,195,"TA","TA",0,41,211,0
2077,109.9,84,17808,"Inside","1Story",4,5,1946,1950,"TA","TA","CBlock","TA","TA","Unf",0,484,484,"GasA","TA","N",1242,0,1242,0,0,1,0,2,"TA",4,0,"Attchd",1,336,"TA","TA",0,0,0,0
557,141,0,8499,"Corner","1Story",5,6,1961,1961,"TA","TA","CBlock","TA","TA","GLQ",660,204,864,"GasA","Ex","Y",864,0,864,1,0,1,0,3,"TA",5,0,"Detchd",2,732,"TA","TA",0,312,0,0
2836,107,62,8707,"FR2","1.5Fin",4,5,1924,1950,"TA","TA","BrkTil","TA","TA","Unf",0,1093,1093,"GasA","TA","N",1093,576,1669,0,0,1,1,4,"TA",9,0,"Attchd",1,288,"Fa","TA",0,0,56,0
1929,130,70,12198,"Inside","1Story",5,6,1955,1975,"TA","TA","CBlock","TA","TA","Rec",780,424,1204,"GasA","TA","Y",1411,0,1411,0,0,1,0,3,"TA",7,1,"Attchd",1,310,"TA","TA",278,82,0,0
2607,160,84,8658,"Inside","1Story",6,5,1965,1965,"TA","TA","CBlock","TA","TA","Rec",643,445,1088,"GasA","Ex","Y",1324,0,1324,0,0,2,0,3,"TA",6,1,"Attchd",2,440,"TA","TA",0,138,0,0
2399,378,131,14828,"Corner","1Story",9,5,2004,2005,"Ex","TA","PConc","Ex","TA","GLQ",1383,397,1780,"GasA","Ex","Y",1780,0,1780,1,0,2,0,2,"Ex",7,1,"Attchd",3,816,"TA","TA",144,68,0,0
916,177,57,7558,"Inside","1.5Fin",6,6,1928,1950,"TA","TA","BrkTil","TA","TA","Unf",0,896,896,"GasA","Gd","Y",1172,741,1913,0,0,1,1,3,"TA",9,1,"Detchd",2,342,"Fa","Fa",0,0,0,0
1687,318,93,12030,"Inside","1Story",8,5,2007,2007,"Ex","TA","PConc","Ex","TA","Unf",0,1694,1694,"GasA","Ex","Y",1694,0,1694,0,0,2,0,3,"Gd",7,0,"Attchd",3,818,"TA","TA",168,228,0,0
1809,149,60,12450,"Inside","1Story",5,5,2003,2004,"Gd","TA","PConc","Gd","TA","GLQ",729,365,1094,"GasA","Ex","Y",1094,0,1094,1,0,1,0,3,"Gd",6,0,"Detchd",2,576,"TA","TA",0,0,0,0
874,219.5,0,9375,"Inside","2Story",7,5,1997,1998,"TA","TA","PConc","Gd","TA","GLQ",739,318,1057,"GasA","Ex","Y",1057,977,2034,1,0,2,1,3,"Gd",8,0,"Attchd",2,645,"TA","TA",576,36,0,0
2710,164.5,96,11777,"Inside","SLvl",5,6,1966,1966,"TA","TA","CBlock","TA","TA","LwQ",328,285,1164,"GasA","Ex","Y",1320,0,1320,1,0,1,0,3,"TA",6,2,"Attchd",2,564,"TA","TA",160,68,240,0
1852,301,0,8010,"Inside","2Story",8,5,2003,2004,"Gd","TA","PConc","Ex","TA","GLQ",964,90,1054,"GasA","Ex","Y",1072,976,2048,1,0,2,1,3,"Gd",8,2,"Detchd",2,552,"TA","TA",0,48,0,180
89,127,0,6897,"Corner","1Story",5,8,1962,2010,"TA","Gd","CBlock","TA","TA","ALQ",659,381,1040,"GasA","Ex","Y",1040,0,1040,1,0,1,1,3,"TA",6,0,"Detchd",1,260,"TA","TA",0,104,0,0
1982,135,120,9000,"Corner","1.5Fin",5,8,1900,2006,"TA","TA","BrkTil","TA","Fa","BLQ",130,550,680,"GasA","Ex","Y",680,494,1174,0,0,1,0,2,"Gd",6,1,"Detchd",2,576,"TA","TA",116,26,40,0
1097,225,41,12460,"FR2","2Story",7,5,1999,2000,"Gd","TA","PConc","Gd","TA","GLQ",870,167,1037,"GasA","Ex","Y",1037,1285,2322,0,0,2,1,4,"TA",8,1,"BuiltIn",2,400,"TA","TA",144,44,0,0
1744,226.5,0,3621,"Inside","1Story",8,5,2003,2003,"Gd","TA","PConc","Gd","TA","GLQ",1084,322,1406,"GasA","Ex","Y",1589,0,1589,1,0,2,0,2,"Gd",7,1,"Attchd",3,630,"TA","TA",143,20,0,0
954,173,0,9947,"CulDSac","SLvl",7,5,1990,1991,"TA","TA","PConc","Gd","TA","GLQ",611,577,1188,"GasA","Ex","Y",1217,0,1217,1,0,2,0,3,"Gd",6,0,"Attchd",2,497,"TA","TA",168,27,0,0
1475,186.5,75,9750,"Inside","1Story",7,5,2004,2004,"Gd","TA","PConc","Gd","TA","GLQ",24,1421,1445,"GasA","Ex","Y",1445,0,1445,0,0,2,0,3,"Gd",6,0,"Attchd",2,470,"TA","TA",0,35,0,0
233,260,0,23595,"Inside","1Story",7,6,1979,1979,"Gd","TA","PConc","Gd","TA","GLQ",1258,74,1332,"GasA","TA","Y",1332,192,1524,2,0,0,1,0,"Gd",4,1,"Attchd",2,586,"TA","TA",268,0,0,0
205,122,52,3068,"Inside","2Story",6,8,1920,1993,"TA","Gd","BrkTil","TA","TA","Unf",0,662,662,"GasA","Ex","Y",662,662,1324,0,1,1,0,3,"TA",6,0,"Detchd",1,180,"TA","TA",0,0,112,0
1292,118,63,11426,"Inside","1.5Fin",4,6,1910,1996,"TA","TA","Stone","TA","TA","Unf",0,828,828,"GasA","Gd","Y",828,658,1594,0,0,2,0,3,"TA",9,0,"None",0,0,"None","None",0,172,109,0
2551,151.5,80,10800,"Inside","1Story",5,7,1960,1960,"TA","TA","CBlock","TA","TA","ALQ",632,616,1248,"GasA","Ex","Y",1248,0,1248,1,0,1,0,3,"TA",6,0,"Attchd",1,286,"TA","TA",0,0,0,0
1308,139.5,69,9142,"Inside","2Story",5,5,1900,2006,"TA","Fa","BrkTil","Fa","TA","Unf",0,797,797,"GasA","TA","N",830,797,1627,0,0,2,0,4,"TA",10,0,"Detchd",2,420,"Fa","Po",192,0,60,0
1316,161,60,9600,"Inside","2Story",7,9,1928,2005,"TA","Ex","BrkTil","TA","TA","Rec",141,548,689,"GasA","Ex","Y",689,689,1378,0,0,2,0,3,"Gd",7,1,"Detchd",2,360,"TA","TA",0,0,116,0
2605,160,60,10800,"Corner","1.5Fin",5,4,1900,1970,"TA","Fa","CBlock","TA","Fa","BLQ",664,290,954,"GasA","TA","N",1766,648,2414,0,0,2,0,3,"TA",10,1,"Attchd",2,520,"TA","Fa",142,0,0,0
2101,279.5,91,10652,"Inside","1Story",7,5,2006,2007,"Gd","TA","PConc","Gd","TA","Unf",0,1494,1494,"GasA","Ex","Y",1494,0,1494,0,0,2,0,3,"Gd",7,1,"Attchd",3,840,"TA","TA",160,33,0,0
2546,160,80,8800,"Inside","1Story",6,6,1964,1964,"TA","TA","CBlock","TA","TA","BLQ",553,698,1251,"GasA","TA","Y",1251,0,1251,1,0,1,0,3,"TA",6,2,"Attchd",1,461,"TA","TA",0,116,0,0
2222,219.5,75,13125,"Inside","2Story",7,6,1940,1984,"TA","TA","CBlock","TA","TA","BLQ",410,390,800,"GasA","TA","Y",960,780,1740,0,0,1,1,3,"TA",6,2,"Attchd",1,240,"TA","TA",0,0,0,0
2677,115,0,6240,"Inside","1.5Fin",5,4,1936,1950,"TA","TA","BrkTil","Gd","TA","Unf",0,896,896,"GasA","Gd","Y",896,448,1344,0,0,1,0,3,"TA",7,0,"Detchd",1,240,"Fa","TA",200,114,0,0
699,150,57,6406,"Inside","2Story",5,6,1939,1950,"TA","TA","BrkTil","TA","TA","ALQ",421,269,690,"GasA","TA","Y",868,690,1558,0,0,1,1,3,"TA",7,1,"Detchd",2,400,"TA","TA",0,36,0,182
628,193.5,100,13000,"Corner","2Story",6,6,1968,1968,"TA","Gd","CBlock","Gd","TA","Rec",448,448,896,"GasA","TA","Y",1182,960,2142,0,0,2,1,4,"Gd",8,1,"Attchd",1,509,"TA","TA",0,72,0,252
2705,157,50,5500,"Inside","1Story",7,5,2004,2004,"TA","TA","PConc","Gd","Gd","GLQ",510,190,1073,"GasA","Ex","Y",1073,0,1073,1,0,2,0,2,"TA",4,0,"Detchd",1,246,"TA","TA",0,120,0,0
974,91,21,1596,"Inside","SLvl",4,5,1973,1973,"TA","TA","CBlock","Gd","TA","GLQ",462,0,462,"GasA","TA","Y",526,462,988,1,0,1,0,2,"TA",5,0,"BuiltIn",1,297,"TA","TA",120,101,0,0
1725,318.061,68,7820,"Inside","1Story",9,5,2007,2007,"Ex","TA","PConc","Ex","TA","Unf",0,1869,1869,"GasA","Ex","Y",1869,0,1869,0,0,2,0,2,"Ex",6,1,"Attchd",2,617,"TA","TA",210,54,0,0
876,178,70,9100,"Inside","1Story",7,5,2001,2001,"Gd","TA","PConc","Gd","TA","Unf",0,1212,1212,"GasA","Ex","Y",1212,0,1212,0,0,2,0,3,"Gd",6,0,"Attchd",2,573,"TA","TA",356,0,0,0
1362,141,60,6876,"Inside","1.5Fin",6,6,1938,1958,"TA","TA","BrkTil","TA","TA","Unf",0,1272,1272,"GasA","TA","Y",1272,0,1969,0,0,2,0,4,"TA",9,1,"Detchd",2,400,"TA","TA",0,34,0,0
2371,89,21,1680,"Inside","2Story",6,5,1972,1972,"TA","TA","CBlock","TA","TA","ALQ",276,207,483,"GasA","TA","Y",483,465,948,0,0,1,1,2,"TA",5,0,"Detchd",1,264,"TA","TA",0,0,0,0
1649,192,61,11339,"Inside","2Story",7,5,1979,1979,"TA","TA","CBlock","Gd","TA","ALQ",758,22,780,"GasA","TA","Y",1085,845,1930,1,0,2,1,4,"Gd",9,1,"Attchd",2,481,"TA","TA",192,72,0,0
1328,138,55,7111,"Inside","1Story",5,7,1928,1983,"Gd","Gd","BrkTil","TA","TA","LwQ",406,329,1008,"GasA","TA","Y",1143,0,1143,0,0,1,0,2,"TA",5,1,"Detchd",1,288,"TA","TA",265,0,0,0
636,155,66,12400,"Inside","1Story",6,7,1958,1998,"TA","TA","CBlock","TA","Fa","Rec",585,630,1215,"GasA","TA","Y",1215,0,1215,0,0,1,0,3,"TA",6,0,"Attchd",1,297,"TA","TA",0,0,0,234
1559,65,60,9000,"Inside","2Story",4,6,1920,1950,"TA","TA","Stone","Fa","Fa","Unf",0,592,592,"GasA","Ex","Y",432,432,864,0,0,1,1,3,"Fa",5,0,"Detchd",1,216,"Fa","Fa",0,30,160,0
857,136.5,0,7000,"CulDSac","1Story",5,8,1978,2005,"Gd","Gd","CBlock","TA","TA","ALQ",646,218,864,"GasA","Ex","Y",864,0,864,1,0,1,0,3,"TA",6,0,"Attchd",1,336,"TA","TA",0,0,0,0
1814,215,0,16196,"Inside","1Story",7,5,1998,1998,"Gd","TA","PConc","Gd","TA","GLQ",1443,39,1482,"GasA","Ex","Y",1494,0,1494,1,0,2,0,3,"Gd",5,1,"Attchd",2,514,"TA","TA",402,25,0,0
993,187.5,72,8702,"Inside","2Story",6,5,1997,1998,"TA","TA","PConc","TA","TA","BLQ",706,220,926,"GasA","Ex","Y",926,678,1604,0,0,2,1,3,"TA",7,1,"Attchd",2,470,"TA","TA",0,36,0,0
1026,185,80,10400,"Inside","2Story",7,6,1980,1988,"TA","TA","CBlock","Gd","TA","Unf",0,738,738,"GasA","TA","Y",1277,767,2044,0,0,2,1,3,"TA",7,1,"Attchd",2,489,"TA","TA",28,73,0,0
1543,116.5,24,1879,"CulDSac","2Story",6,6,1980,1980,"TA","TA","CBlock","Gd","TA","GLQ",366,150,516,"GasA","TA","Y",516,516,1032,0,0,1,0,2,"TA",5,1,"Detchd",2,462,"TA","TA",213,0,0,0
2486,129.5,70,9100,"Inside","1Story",5,4,1962,1962,"TA","TA","CBlock","TA","TA","LwQ",36,952,988,"GasA","Ex","Y",988,0,988,1,0,1,0,3,"TA",6,0,"Detchd",2,624,"TA","TA",0,0,0,0
1826,128.5,0,9945,"Inside","1Story",5,5,1961,1961,"TA","TA","CBlock","TA","TA","Rec",827,161,988,"GasA","TA","Y",988,0,988,1,0,1,0,3,"TA",5,0,"Detchd",2,572,"TA","TA",0,0,0,0
343,157,85,10200,"Inside","1Story",6,5,1974,1974,"TA","TA","CBlock","TA","TA","LwQ",844,590,1434,"GasA","TA","Y",1434,0,1434,1,0,2,0,4,"TA",7,1,"Attchd",2,528,"TA","TA",80,21,0,0
1628,160,0,10784,"FR2","SLvl",7,5,1991,1992,"Gd","TA","PConc","Gd","TA","Unf",0,384,384,"GasA","Gd","Y",802,670,1472,0,0,2,1,3,"Gd",7,1,"Attchd",2,402,"TA","TA",164,0,0,0
797,131,60,11409,"Inside","1.5Fin",5,4,1949,2008,"TA","TA","CBlock","TA","TA","LwQ",292,476,768,"GasA","Gd","Y",1148,568,1716,0,0,1,1,3,"TA",8,1,"Attchd",1,281,"TA","TA",0,0,0,160
1071,367.294,65,8769,"Corner","1Story",9,5,2008,2008,"Ex","TA","PConc","Ex","TA","GLQ",1540,162,1702,"GasA","Ex","Y",1702,0,1702,1,0,1,1,1,"Ex",7,1,"Attchd",3,1052,"TA","TA",0,72,0,224
152,119,70,13587,"Inside","1Story",5,5,1958,1958,"TA","TA","CBlock","TA","TA","Rec",532,456,988,"GasA","TA","Y",988,0,988,1,0,1,0,2,"TA",5,0,"Attchd",1,264,"TA","TA",0,0,0,0
2804,155.9,37,4435,"Inside","1Story",6,5,2004,2004,"Gd","TA","PConc","Gd","TA","GLQ",662,186,848,"GasA","Ex","Y",848,0,848,1,0,1,0,1,"Gd",3,1,"Attchd",2,420,"TA","TA",140,0,0,0
